id,name,core_skills,secondary_skills,soft_skills,years_of_experience,potential_roles,skill_summary
230343,Evv Smii,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Bid Management (Competent), Team Management (Proficient)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Payment Collection (Competent), Order Processing (Competent), Risk Management (Competent), Proposal Assessment (Competent)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Senior Business Analyst, Procurement Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and logistics, with proficient abilities in inventory management, demand forecasting, and team leadership. They have competent experience in business process re-engineering and ERP system support, alongside secondary skills in budgeting, supplier negotiation, and risk management. Evidenced soft skills include strong leadership managing a team of 30, effective relationship management, and communication with suppliers and stakeholders. The profile reflects over 15 years of relevant experience primarily in supply chain and operations roles, indicating suitability for senior managerial positions in supply chain and procurement functions."
230221,Pravyk Chinaeft,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Order Processing (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Bid and Tender Management (Competent), Team Management (Proficient)","Budgeting & Costing (Competent), Risk Management (Competent), Payment Collection (Competent), Supplier Relationship Management (Proficient)","Leadership (Proficient), Communication (Proficient), Relationship Management (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, order processing, logistics, and team management. They have competent experience in business process re-engineering, ERP system support, and bid management. Secondary skills include budgeting, risk management, payment collection, and supplier relationship management. Evidenced soft skills include leadership, communication, and relationship management, supported by managing large teams and maintaining supplier communications. The candidate has approximately 15 years of relevant experience primarily in supply chain and business analysis roles."
230286,Praya Indiateft,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Tender and Bid Management (Competent), Team Management (Expert)","Budgeting & Costing (Competent), Payment Collection (Competent), Risk Management (Competent), Order Processing (Competent), Supplier Relationship Management (Proficient)","Leadership (Expert), Communication (Proficient), Relationship Management (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, and team leadership, with proficient abilities in inventory management, demand forecasting, and logistics. They have competent experience in business process re-engineering and ERP system support, alongside secondary skills in budgeting, payment collection, and risk management. Evidenced soft skills include strong leadership managing a team of 30, effective communication, and relationship management with suppliers and commodity managers. The profile reflects 15 years of relevant experience primarily in supply chain and business analysis roles, indicating suitability for senior managerial positions in supply chain and procurement functions."
230267,Manv90 USA5250FTE,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), Team Management (Proficient), Logistics Management (Proficient), Bid Management (Competent)","Budgeting & Costing (Competent), Payment Collection (Competent), Order Processing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Proposal Assessment (Competent)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, logistics, and team management. They have competent experience in business process re-engineering, budgeting, payment collection, and bid management. Leadership and relationship management are evident through managing diverse teams and maintaining supplier communications. The profile reflects a strong background in end-to-end supply chain lifecycle management and operational process improvements, supported by over 15 years of relevant experience."
230228,Pravym Moroccoeft,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Expert), Tender and Bid Management (Competent), Team Management (Expert)","Budgeting & Costing (Competent), Payment Collection (Competent), Risk Management (Competent), Supplier Relationship Management (Competent)","Leadership (Expert), Communication (Proficient), Relationship Management (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager, Logistics Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory control, and logistics, supported by competent experience in business process re-engineering and ERP systems. Secondary skills include budgeting, payment collection, and risk management. Evidenced strong leadership and communication skills are reflected in managing large teams and maintaining supplier relationships. The profile indicates extensive experience in end-to-end supply chain lifecycle management and operational process improvements, making the candidate suitable for senior roles in supply chain and operations management."
230655,Pyj Fteskorea,"Supply Chain Planning (Expert), Inventory Management (Expert), Demand Forecasting (Proficient), Procurement (Expert), Logistics Management (Expert), Business Process Re-engineering (Proficient), Team Management (Expert), Payment Collection (Competent), Bid Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Order Processing (Proficient), Risk Management (Competent), Proposal Assessment (Competent), Export Compliance (Beginner), Transportation Management (Beginner)","Leadership (Expert), Relationship Management (Proficient), Communication (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager, Logistics Manager","The candidate demonstrates expert-level core skills in supply chain planning, procurement, inventory, and logistics management, supported by proficient abilities in demand forecasting and business process re-engineering. Secondary skills include budgeting, supplier negotiation, order processing, and risk management. The profile highlights strong leadership and relationship management capabilities, evidenced by managing diverse regional teams and maintaining supplier communications. The candidate has 15 years of relevant experience primarily in supply chain and operations roles, with exposure to ERP systems and export compliance. Although formal qualifications are not listed, the extensive practical experience and leadership in supply chain functions suggest suitability for senior roles in supply chain and operations management."
230617,Pryz Ftepoland,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Business Process Re-engineering (Competent), Team Management (Proficient), Logistics Management (Proficient), Bid Management (Competent)","Budgeting & Costing (Competent), Payment Collection (Competent), Order Processing (Competent), Risk Management (Competent), Supplier Negotiation (Proficient)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, and inventory management, supported by proficient abilities in team and logistics management. They show competent experience in demand forecasting, business process re-engineering, and bid management. Secondary skills include budgeting, payment collection, order processing, risk management, and supplier negotiation. Evidenced soft skills include strong leadership managing a team of 30, effective relationship management, and communication with suppliers and commodity managers. The profile reflects extensive experience in supply chain lifecycle management and business process improvements, suitable for senior roles in supply chain and operations management."
230616,Manv116 GT5342FTE,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Business Process Re-engineering (Competent), Team Management (Proficient), Logistics Management (Proficient), Bid Management (Competent)","Budgeting & Costing (Competent), Payment Collection (Competent), Order Processing (Competent), Risk Management (Competent), Supplier Negotiation (Proficient)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, and inventory management, with proficient abilities in team and logistics management. They show competent experience in demand forecasting, business process re-engineering, and bid management. Secondary skills include budgeting, payment collection, order processing, risk management, and supplier negotiation. Evidenced soft skills include strong leadership managing a team of 30, effective relationship management, and communication with suppliers and commodity managers. The profile reflects over 15 years of relevant experience primarily in supply chain and operations roles, indicating suitability for managerial positions in supply chain and procurement functions."
230353,Prayi Indiact,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Tender and Bid Management (Competent), Team Management (Proficient)","Budgeting & Costing (Competent), Payment Collection (Competent), Risk Management (Competent), Order Processing (Competent), Supplier Relationship Management (Proficient)","Leadership (Proficient), Communication (Proficient), Relationship Management (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management with over 15 years of experience. They have proficient capabilities in demand forecasting, logistics, and team management, supported by competent knowledge in business process re-engineering and ERP systems. Secondary skills include budgeting, payment collection, risk management, and supplier relationship management. Evidenced soft skills include strong leadership managing teams of 30, effective communication, and relationship management with suppliers and stakeholders. The profile suggests suitability for senior roles in supply chain and business analysis functions."
223837,Prady75 Japantft,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Tender and Bid Management (Competent), Team Management (Proficient)","Budgeting & Costing (Competent), Payment Collection (Competent), Risk Management (Competent), Order Processing (Competent), Supplier Relationship Management (Proficient)","Leadership (Proficient), Communication (Proficient), Relationship Management (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, logistics, and team management. They have competent experience in business process re-engineering and ERP system support, alongside secondary skills in budgeting, payment collection, and risk management. Evidenced strong leadership and communication skills are shown through managing large teams and maintaining supplier relationships. The profile suggests a seasoned professional with 15 years of experience in supply chain and business analysis roles, capable of managing complex operations and driving process improvements."
230831,Pyz Atindia,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Order Processing (Proficient), Business Process Re-engineering (Competent), ERP Systems (Competent), Logistics Management (Proficient), Bid Management (Competent), Team Management (Proficient)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Payment Collection (Competent), Risk Management (Competent), Proposal Assessment (Competent)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, order processing, and logistics management. They have competent experience in business process re-engineering and ERP systems, alongside secondary skills in budgeting, supplier negotiation, and risk management. Evidenced leadership and relationship management skills highlight their capability to manage large teams and maintain stakeholder communications effectively. The profile suggests a strong background in managing end-to-end supply chain operations and process improvements over a 15-year career span."
230941,Advuu Ahuuu,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Bid Management (Competent), Team Management (Proficient)","Budgeting & Costing (Competent), Payment Collection (Competent), Risk Management (Competent), Proposal Assessment (Competent), Supplier Negotiation (Proficient), Order Processing (Proficient), Documentation & Invoicing (Competent)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Business Analyst, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, logistics, and team management. They have competent experience in business process re-engineering and ERP system support, alongside secondary skills in budgeting, risk management, and supplier negotiation. Evidenced leadership and relationship management skills highlight their capability to manage large teams and maintain stakeholder communications effectively. The profile suggests a strong background in operational and strategic supply chain roles, suitable for managerial positions in supply chain and business analysis."
230949,Offer1 Port5659FTE,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), Logistics Management (Proficient), Team Management (Proficient), Bid Management (Competent)","Budgeting & Costing (Competent), Payment Collection (Competent), Order Processing (Competent), Risk Management (Competent), Supplier Negotiation (Proficient), Export Compliance (Beginner)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager","The candidate demonstrates expert-level skills in supply chain management and procurement with proficient capabilities in inventory, demand forecasting, logistics, and team management. They have competent experience in business process re-engineering, bid and risk management, and budgeting. Strong leadership and relationship management skills are evident from managing regional teams and maintaining supplier communications. The profile reflects extensive experience in end-to-end supply chain lifecycle management and process improvement within diverse operational contexts."
231013,Gaurav Two,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Proficient), ERP Systems (Advanced Beginner), Logistics Management (Proficient), Tender Management (Proficient), Team Management (Proficient)","Budgeting & Costing (Competent), Payment Collection (Competent), Risk Management (Competent), Proposal Assessment (Competent), Order Processing (Proficient), Supplier Negotiation (Proficient)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",14.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager, Logistics Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, business process re-engineering, and logistics management. They have competent experience in budgeting, payment collection, risk management, and proposal assessment. Leadership and relationship management are strong soft skills, evidenced by managing a regional team of 30 employees and maintaining supplier communications. The profile indicates solid exposure to ERP systems and tender management. Overall, the candidate appears well-suited for senior roles in supply chain and operations management, leveraging extensive experience in process improvement and team leadership."
230990,Pdys Ftehongkong,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Tender and Bid Management (Competent), Team Management (Proficient)","Budgeting & Costing (Competent), Payment Collection (Competent), Risk Management (Competent), Order Processing (Competent), Supplier Relationship Management (Proficient)","Leadership (Proficient), Communication (Proficient), Relationship Management (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, logistics, and team management. They have competent experience in business process re-engineering and ERP system support, alongside secondary skills in budgeting, payment collection, and risk management. Evidenced soft skills include strong leadership managing a team of 30, effective communication, and relationship management with suppliers and commodity managers. The profile reflects 15 years of relevant experience primarily in supply chain and business analysis roles, suitable for senior managerial positions in supply chain and procurement domains."
231023,Pdyx FTESAfrica,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), Team Management (Proficient), Logistics Management (Proficient), Bid Management (Competent)","Budgeting & Costing (Competent), Payment Collection (Competent), Risk Management (Competent), Proposal Assessment (Competent), Export Compliance (Beginner)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, logistics, and team management. They have competent experience in business process re-engineering, budgeting, risk management, and bid management. Leadership and relationship management are strong soft skills, evidenced by managing large teams and maintaining supplier communications. The profile indicates extensive experience in supply chain lifecycle management and operational process improvements, suitable for senior roles in supply chain and operations management."
231421,Offer48 Poland6090FTC,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Procurement Manager, Operations Manager, Business Analyst, Logistics Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory control, and logistics, with competent abilities in demand forecasting, order processing, and business process re-engineering. They have proficient secondary skills in budgeting, supplier negotiation, risk management, and team leadership, supported by experience managing large regional teams and maintaining supplier relationships. Evidenced soft skills include leadership, communication, and teamwork, reflecting strong interpersonal capabilities in managing teams and stakeholder interactions. The profile suggests suitability for senior roles in supply chain, procurement, operations, and business analysis."
231935,Pdayh Ftcuk,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory management, and logistics, with competent abilities in demand forecasting, order processing, and business process re-engineering. They have proficient secondary skills in budgeting, supplier negotiation, risk management, and team and relationship management. Evidenced soft skills include strong leadership managing large teams, effective communication with suppliers and stakeholders, and teamwork across regional teams. The profile reflects extensive experience in managing end-to-end supply chain operations, ERP system support, and bid management, making the candidate well-suited for senior roles in supply chain and operations management."
231904,Pdaya Ftcuk,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Payment Collection (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, inventory control, and logistics, with strong competencies in budgeting, supplier negotiation, and bid management. They have competent experience in demand forecasting, order processing, business process re-engineering, and ERP system support. Proven leadership and team management abilities are evident through managing large, diverse teams and maintaining supplier relationships. Communication and teamwork skills are supported by ongoing stakeholder engagement and regional team oversight. This profile suits roles requiring comprehensive supply chain oversight, operational improvements, and cross-functional team leadership."
231932,Pdayg FTEUk,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, inventory control, and logistics, with strong competencies in budgeting, supplier negotiation, and risk management. They have competent experience in demand forecasting, order processing, business process re-engineering, and ERP system support. Proven leadership and team management abilities are evident through managing large, diverse teams and maintaining effective communication and relationships with suppliers and stakeholders. The profile suggests suitability for senior roles in supply chain, procurement, and operations management."
232321,Deva Usfhdf,"Supply Chain Management (Expert), Materials Procurement (Expert), Inventory Management (Expert), Demand Management (Expert), Order Processing (Expert), Business Process Re-engineering (Proficient), ERP Systems (Advanced Beginner), Logistics Management (Expert), Bid Management and Tender Processing (Proficient), Payment Collection (Competent), Team Management (Proficient), Relationship Management (Proficient)","Budgeting & Costing (Proficient), Suppliers Negotiation (Proficient), Risk Management (Proficient), Export Compliance (Advanced Beginner), Transportation Management (Advanced Beginner)","Leadership (Proficient), Communication (Competent), Teamwork (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Operations Manager, Procurement Manager, Logistics Manager","The candidate demonstrates expert-level skills in supply chain management, materials procurement, inventory and demand management, and order processing, supported by proficient abilities in business process re-engineering and bid management. They have managed ERP sub-systems and logistics operations, showing advanced beginner exposure to export compliance and transportation management. Strong leadership and team management skills are evident from supervising large teams and managing regional teams. The candidate also exhibits proficient communication and relationship management skills through ongoing supplier interactions and teamwork across regions. Their experience spans over 15 years in supply chain and operations roles, making them suitable for senior managerial positions in supply chain, procurement, and logistics."
231956,Pdayn Fteswitzerland,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Payment Collection (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory, and logistics, with competent abilities in demand forecasting, order processing, and business process re-engineering. Secondary skills include budgeting, supplier negotiation, risk management, and proficient team and relationship management. Evidenced soft skills include leadership, communication, and teamwork, supported by managing large teams and maintaining supplier relationships. The profile reflects extensive experience in supply chain lifecycle management, ERP system support, and bid management, making the candidate suitable for senior roles in supply chain and operations management."
231960,Pdayo Ftcswitzerland,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Proficient), Order Processing (Proficient), Business Process Re-engineering (Proficient), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Proficient)","Budgeting & Costing (Proficient), Supplier Negotiation (Proficient), Payment Collection (Proficient), Risk Management (Advanced Beginner), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Proficient), Teamwork (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, inventory control, and logistics, with proficient abilities in demand forecasting, order processing, and business process re-engineering. They have solid experience supporting ERP systems and managing bids and tenders. Secondary skills include budgeting, supplier negotiation, payment collection, risk management, and team and relationship management. Evidenced soft skills include leadership, communication, and teamwork, supported by managing large teams and maintaining supplier relationships. This profile suits roles such as Supply Chain Manager, Business Analyst, or Procurement Manager, reflecting extensive experience in end-to-end supply chain lifecycle management and operational improvements."
232276,Pdvays FTCGermany,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory management, and logistics, supported by competent abilities in demand forecasting, order processing, and business process re-engineering. Secondary skills include budgeting, supplier negotiation, risk management, and strong team and relationship management capabilities. Evidenced soft skills such as leadership, communication, and teamwork highlight the candidate’s ability to manage large teams and maintain effective stakeholder relationships. The profile reflects extensive experience in managing end-to-end supply chain operations and process improvements, making the candidate suitable for senior roles in supply chain and operations management."
232131,Pdvayf Ftcuk,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Payment Collection (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, inventory control, and logistics, with strong competencies in budgeting, supplier negotiation, and risk management. They have competent experience in demand forecasting, order processing, business process re-engineering, and ERP system support. Proven leadership and team management abilities are evident from managing large, diverse teams and maintaining supplier relationships. Communication and teamwork skills are supported by ongoing stakeholder engagement and regional team oversight. This profile suits roles requiring comprehensive supply chain oversight, operational improvements, and team leadership."
232213,Pdvayj Ftcromania,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Proficient), Order Processing (Proficient), Business Process Re-engineering (Proficient), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid Management (Proficient)","Budgeting & Costing (Proficient), Supplier Negotiation (Proficient), Payment Collection (Proficient), Risk Management (Proficient), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Relationship Management (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, inventory management, and logistics, with proficient abilities in demand forecasting, order processing, and business process re-engineering. They have solid experience supporting ERP systems and managing bids and tenders. Secondary skills include budgeting, supplier negotiation, payment collection, risk management, and team leadership. Evidenced soft skills include leadership, communication, and relationship management, supported by managing large teams and maintaining supplier communications. The profile suggests strong capabilities for roles such as Supply Chain Manager, Business Analyst, or Procurement Manager."
232677,AustriaFTE Retest,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Proficient), Teamwork (Proficient)",15.0,"Supply Chain Manager, Procurement Manager, Operations Manager, Business Analyst, Logistics Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, inventory control, and logistics, with strong competencies in budgeting, supplier negotiation, and risk management. They have competent experience in demand forecasting, order processing, business process re-engineering, and ERP system support. Proven leadership and team management abilities are evident through managing large, diverse teams and maintaining effective communication and relationships with suppliers and stakeholders. Their experience also includes bid and tender management and payment collection, making them well-suited for senior roles in supply chain and operations management."
232399,Pyl FTEChina,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Payment Collection (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory management, and logistics, with competent abilities in demand forecasting, order processing, and business process re-engineering. Secondary skills include budgeting, supplier negotiation, payment collection, risk management, and proficient team and relationship management. Evidenced soft skills include leadership, communication, and teamwork, supported by managing large teams and maintaining supplier relationships. The profile reflects extensive experience in supply chain lifecycle management, ERP system support, and bid management, making the candidate suitable for senior roles in supply chain and operations management."
232394,Pyk FTATUK,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory control, and logistics, supported by competent abilities in demand forecasting, order processing, and business process re-engineering. Secondary skills include budgeting, supplier negotiation, risk management, and strong team and relationship management capabilities. Evidenced soft skills such as leadership, communication, and teamwork highlight the candidate’s ability to manage large teams and maintain stakeholder relationships effectively. The profile reflects extensive experience in managing end-to-end supply chain operations and process improvements within diverse regional teams."
232713,RomaniaFTC Test,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Proficient), Teamwork (Proficient)",15.0,"Supply Chain Manager, Procurement Manager, Operations Manager, Business Analyst, Logistics Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, inventory control, and logistics, with strong competencies in budgeting, supplier negotiation, and risk management. They have solid experience in business process re-engineering and ERP system support. Proven leadership and team management capabilities are evident from managing large, diverse teams and maintaining effective communication with stakeholders. The profile suggests a strong operational and strategic understanding of supply chain and procurement functions, suitable for senior roles in supply chain and operations management."
